WEEK,MONTH,MUSCLE_GROUP,GYM_TYPE,PHASE,AVG_E1RM,AVG_RELATIVE_STRENGTH,TOTAL_VOLUME,E1RM_CHANGE,STRENGTH_TREND,REL_STRENGTH_CHANGE,RECOVERY_FLAG
3,Jan,Shoulders,College Gym,Bulk,9.425925925925926,0.13205079560208766,595.0,1.6833333333333327,INCREASING,-0.16534287273127013,RECOVERED
3,Jan,Back,College Gym,Bulk,40.75,0.5667593880389429,1935.0,1.5416666666666643,INCREASING,0.4347085924368552,RECOVERED
4,Jan,Shoulders,College Gym,Bulk,10.364583333333334,0.1429189316918283,612.5,0.9386574074074083,INCREASING,-0.4238404563471146,RECOVERED
4,Jan,Legs,College Gym,Bulk,28.1875,0.39066912803741555,2497.5,-0.6770833333333321,DECREASING,0.24775019634558726,RECOVERED
4,Jan,Back,College Gym,Bulk,39.97222222222222,0.5567161869390281,1720.0,-0.7777777777777786,DECREASING,0.1660470589016126,RECOVERED
4,Jan,Triceps,College Gym,Bulk,33.21527777777778,0.46147822810760486,2582.5,-14.555555555555557,DECREASING,-0.09523795883142328,RECOVERED
4,Jan,Biceps,College Gym,Bulk,22.181818181818183,0.3057727433714568,1770.0,0.8106060606060623,INCREASING,-0.15570548473614804,RECOVERED
4,Jan,Chest,College Gym,Bulk,26.572916666666668,0.3687344575458689,1502.5,0.7291666666666679,INCREASING,0.0629617141744121,RECOVERED
5,Jan,Back,College Gym,Bulk,41.416666666666664,0.5693012600229095,1605.0,1.4444444444444429,INCREASING,0.20056680247704056,RECOVERED
5,Jan,Legs,College Gym,Bulk,25.666666666666664,0.356234096692112,980.0,-2.5208333333333357,DECREASING,-0.2130671633307975,RECOVERED
5,Jan,Triceps,College Gym,Bulk,49.28333333333334,0.6840157298172566,1842.5,16.06805555555556,INCREASING,0.3277816331251446,RECOVERED
5,Jan,Biceps,College Gym,Bulk,18.11111111111111,0.24894998090874376,355.0,-4.070707070707073,DECREASING,-0.4350657489085128,RECOVERED
5,Jan,Chest,College Gym,Bulk,21.944444444444443,0.3045724419770221,875.0,-4.628472222222225,DECREASING,0.05562246106827834,RECOVERED
6,Feb,Back,College Gym,Bulk,42.625,0.5879310344827586,1822.5,1.2083333333333357,INCREASING,0.28335859250573653,RECOVERED
6,Feb,Shoulders,College Gym,Bulk,9.814814814814815,0.1349893144886262,700.0,-0.549768518518519,DECREASING,-0.45294171999413246,RECOVERED
6,Feb,Biceps,College Gym,Bulk,18.185185185185183,0.2501333277195346,1160.0,0.07407407407407263,STABLE,0.11514401323090842,RECOVERED
6,Feb,Triceps,College Gym,Bulk,39.86805555555556,0.5500281712677978,3477.5,-9.415277777777781,DECREASING,0.2998948435482632,RECOVERED
6,Feb,Legs,College Gym,Bulk,31.555555555555557,0.4343503861741989,1920.0,5.888888888888893,INCREASING,-0.11567778509359888,RECOVERED
6,Feb,Chest,College Gym,Bulk,26.666666666666664,0.3678717404080475,1525.0,4.722222222222221,INCREASING,-0.06647864576615142,RECOVERED
7,Feb,Legs,College Gym,Bulk,60.97916666666667,0.8262759710930443,4810.0,29.423611111111114,INCREASING,0.4584042306849968,RECOVERED
7,Feb,Shoulders,College Gym,Bulk,10.351851851851853,0.1405588962540145,770.0,0.5370370370370381,INCREASING,-0.6857170748390298,RECOVERED
7,Feb,Biceps,College Gym,Bulk,18.944444444444443,0.2579900564524931,1065.0,0.7592592592592595,INCREASING,0.11743116019847863,RECOVERED
7,Feb,Back,College Gym,Bulk,39.47222222222222,0.537037037037037,1855.0,-3.1527777777777786,DECREASING,0.27904698058454386,RECOVERED
7,Feb,Chest,College Gym,Bulk,26.96875,0.36711176296131526,1597.5,0.3020833333333357,STABLE,-0.16992527407572172,RECOVERED
7,Feb,Triceps,College Gym,Bulk,37.77777777777778,0.5142531732644616,3400.0,-2.0902777777777786,DECREASING,0.14714141030314637,RECOVERED
8,Feb,Triceps,College Gym,Bulk,39.57638888888889,0.535589974771559,3372.5,1.7986111111111143,INCREASING,0.02133680150709738,RECOVERED
8,Feb,Shoulders,College Gym,Bulk,11.074074074074073,0.15023876097437483,815.0,0.7222222222222197,INCREASING,-0.3853512137971842,RECOVERED
8,Feb,Back,College Gym,Bulk,43.041666666666664,0.5832204155374888,1747.5,3.569444444444443,INCREASING,0.432981654563114,RECOVERED
8,Feb,Chest,College Gym,Bulk,27.46875,0.3715538601713433,1567.5,0.5,STABLE,-0.21166655536614554,RECOVERED
8,Feb,Biceps,College Gym,Bulk,19.175925925925927,0.2602130428409964,1052.5,0.2314814814814845,STABLE,-0.1113408173303469,RECOVERED
8,Feb,Legs,College Gym,Bulk,63.489583333333336,0.8608757062146891,4512.5,2.5104166666666643,INCREASING,0.6006626633736927,RECOVERED
9,Feb,Biceps,College Gym,Bulk,18.833333333333332,0.2529661965524961,345.0,-0.3425925925925952,STABLE,-0.607909509662193,RECOVERED
9,Feb,Back,College Gym,Bulk,44.888888888888886,0.6029400790985747,1780.0,1.8472222222222214,INCREASING,0.34997388254607864,RECOVERED
9,Feb,Chest,College Gym,Bulk,23.583333333333332,0.31912494361750104,795.0,-3.885416666666668,DECREASING,-0.2838151354810737,RECOVERED
9,Feb,Triceps,College Gym,Bulk,43.861111111111114,0.5935197714629378,1970.0,4.284722222222221,INCREASING,0.27439482784543673,RECOVERED
15,Apr,Biceps,College Gym,Bulk,10.916666666666666,0.15364766596293686,697.5,-7.916666666666666,DECREASING,-0.4398721055000009,RECOVERED
15,Apr,Back,College Gym,Bulk,39.641666666666666,0.5622931442080378,2967.5,-5.24722222222222,DECREASING,0.4086454782451009,RECOVERED
15,Apr,Triceps,College Gym,Bulk,29.166666666666664,0.41371158392434987,1775.0,-14.69444444444445,DECREASING,-0.1485815602836879,RECOVERED
15,Apr,Chest,College Gym,Bulk,23.016666666666666,0.3239502697630776,677.5,-0.5666666666666664,DECREASING,-0.08976131416127225,RECOVERED
15,Apr,Legs,College Gym,Bulk,57.25,0.808045165843331,2280.0,-6.239583333333336,DECREASING,0.48409489608025336,RECOVERED
15,Apr,Shoulders,College Gym,Bulk,12.979166666666668,0.183192190072924,790.0,1.9050925925925952,INCREASING,-0.624852975770407,RECOVERED
16,Apr,Shoulders,College Gym,Bulk,12.044871794871796,0.16844707139957457,1247.5,-0.9342948717948723,DECREASING,-0.014745118673349433,RECOVERED
16,Apr,Triceps,College Gym,Bulk,19.375,0.27003484320557486,525.0,-9.791666666666664,DECREASING,0.10158777180600029,RECOVERED
16,Apr,Legs,College Gym,Bulk,59.5,0.8350877192982457,2610.0,2.25,INCREASING,0.5650528760926707,RECOVERED
16,Apr,Biceps,College Gym,Bulk,9.833333333333332,0.138367921502825,980.0,-1.083333333333334,DECREASING,-0.6967197977954207,RECOVERED
16,Apr,Chest,College Gym,Bulk,26.023809523809522,0.3678276964496045,1190.0,3.0071428571428562,INCREASING,0.2294597749467795,RECOVERED
17,Apr,Chest,College Gym,Bulk,23.13888888888889,0.32844412901190756,507.5,-2.8849206349206327,DECREASING,-0.03938356743769694,RECOVERED
17,Apr,Legs,College Gym,Bulk,39.083333333333336,0.5547669742133902,667.5,-20.416666666666664,DECREASING,0.2263228452014826,RECOVERED
17,Apr,Biceps,College Gym,Bulk,10.152777777777777,0.1447614665448452,402.5,0.31944444444444464,STABLE,-0.41000550766854493,RECOVERED
17,Apr,Shoulders,College Gym,Bulk,10.214285714285714,0.1455733397437676,570.0,-1.830586080586082,DECREASING,0.0008118731989223971,RECOVERED
17,Apr,Triceps,College Gym,Bulk,34.56547619047619,0.49241872844185236,3942.5,15.19047619047619,INCREASING,0.3468453886980848,RECOVERED
17,Apr,Back,College Gym,Bulk,41.62878787878788,0.5927275629612047,3162.5,1.9871212121212167,INCREASING,0.1003088345193523,RECOVERED
18,May,Biceps,College Gym,Bulk,14.6,0.20476858345021035,540.0,4.447222222222223,INCREASING,-0.38795897951099434,RECOVERED
18,May,Chest,College Gym,Bulk,18.72222222222222,0.2625837618824996,855.0,-4.416666666666668,DECREASING,0.057815178432289255,RECOVERED
19,May,Shoulders,College Gym,Bulk,10.166666666666666,0.14155759769794854,240.0,-0.04761904761904745,STABLE,-0.12102616418455106,RECOVERED
19,May,Legs,College Gym,Bulk,44.916666666666664,0.6254061078622483,2010.0,5.833333333333329,INCREASING,0.48384851016429975,RECOVERED
19,May,Back,College Gym,Bulk,32.94444444444444,0.45787970040923476,2145.0,-8.68434343434344,DECREASING,-0.1675264074530135,RECOVERED
19,May,Triceps,College Gym,Bulk,32.59722222222222,0.4530538182379738,1367.5,-1.9682539682539684,DECREASING,-0.004825882171260953,RECOVERED
20,May,Back,College Gym,Bulk,41.666666666666664,0.5763024435223606,2100.0,8.722222222222221,INCREASING,0.12324862528438679,RECOVERED
20,May,Biceps,College Gym,Bulk,15.402777777777777,0.21289257467557396,747.5,0.8027777777777771,INCREASING,-0.3634098688467866,RECOVERED
20,May,Chest,College Gym,Bulk,20.197916666666668,0.2791695461875144,872.5,1.4756944444444464,INCREASING,0.06627697151194042,RECOVERED
20,May,Triceps,College Gym,Bulk,34.43055555555556,0.47621791916397727,1697.5,1.8333333333333357,INCREASING,0.19704837297646288,RECOVERED
20,May,Legs,College Gym,Bulk,39.74074074074073,0.547393123150699,2780.0,-5.175925925925931,DECREASING,0.07117520398672172,RECOVERED
20,May,Shoulders,College Gym,Bulk,12.430555555555555,0.17121977349250073,662.5,2.2638888888888893,INCREASING,-0.37617334965819826,RECOVERED
21,May,Chest,College Gym,Bulk,26.431818181818183,0.36249210636154655,1747.5,6.233901515151516,INCREASING,0.19127233286904582,RECOVERED
21,May,Core,College Gym,Bulk,100.41666666666667,1.3755707762557077,4800.0,8.916666666666671,INCREASING,1.0130786698941612,RECOVERED
21,May,Shoulders,College Gym,Bulk,22.597222222222225,0.3099608176886728,2285.0,10.16666666666667,INCREASING,-1.0656099585670349,RECOVERED
21,May,Legs,College Gym,Bulk,39.848484848484844,0.5478978132781528,3475.0,0.1077441077441108,STABLE,0.23793699558948,RECOVERED
21,May,Biceps,College Gym,Bulk,15.726190476190476,0.21565785933820858,1505.0,0.3234126984126995,STABLE,-0.3322399539399442,RECOVERED
21,May,Back,College Gym,Bulk,46.138888888888886,0.6320395738203958,2707.5,4.472222222222221,INCREASING,0.4163817144821872,RECOVERED
21,May,Triceps,College Gym,Bulk,35.964285714285715,0.49281435559567516,4005.0,1.5337301587301582,INCREASING,-0.13922521822472061,RECOVERED
22,May,Shoulders,College Gym,Bulk,24.69871794871795,0.33096075888564513,2657.5,2.101495726495724,INCREASING,-0.16185359671003002,RECOVERED
22,May,Core,College Gym,Bulk,113.33333333333333,1.5409018808067074,3450.0,12.916666666666657,INCREASING,1.2099411219210623,RECOVERED
22,May,Chest,College Gym,Bulk,27.34090909090909,0.371039693296699,2047.5,0.9090909090909065,INCREASING,-1.1698621875100084,RECOVERED
22,May,Triceps,College Gym,Bulk,39.517857142857146,0.5336468376166892,4597.5,3.5535714285714306,INCREASING,0.16260714431999018,RECOVERED
22,May,Back,College Gym,Bulk,48.12962962962963,0.6500620470776782,2795.0,1.9907407407407476,INCREASING,0.11641520946098904,RECOVERED
22,May,Biceps,College Gym,Bulk,16.5,0.22318242886161105,1680.0,0.7738095238095237,INCREASING,-0.4268796182160672,RECOVERED
22,May,Legs,College Gym,Bulk,45.388888888888886,0.6154425612052731,2880.0,5.5404040404040416,INCREASING,0.392260132343662,RECOVERED
23,Jun,Core,College Gym,Bulk,106.25,1.4242627345844505,2362.5,-7.083333333333329,DECREASING,0.8088201733791774,RECOVERED
23,Jun,Triceps,College Gym,Bulk,46.297619047619044,0.6178558814456013,5945.0,6.779761904761898,INCREASING,-0.8064068531388492,RECOVERED
23,Jun,Chest,College Gym,Bulk,29.444444444444443,0.3936423054070113,1800.0,2.103535353535353,INCREASING,-0.22421357603859005,RECOVERED
23,Jun,Shoulders,College Gym,Bulk,35.92857142857143,0.4812936561094632,1920.0,11.229853479853482,INCREASING,0.08765135070245189,RECOVERED
23,Jun,Legs,College Gym,Bulk,53.333333333333336,0.7144451886581826,3900.0,7.94444444444445,INCREASING,0.23315153254871945,RECOVERED
23,Jun,Back,College Gym,Bulk,50.76190476190476,0.6804544874249968,2860.0,2.632275132275126,INCREASING,-0.033990701233185816,RECOVERED
23,Jun,Biceps,College Gym,Bulk,17.095238095238095,0.22776201148412098,1780.0,0.5952380952380949,INCREASING,-0.4526924759408758,RECOVERED
24,Jun,Triceps,College Gym,Bulk,41.71875,0.5618686868686869,2662.5,-4.578869047619044,DECREASING,0.33410667538456584,RECOVERED
24,Jun,Shoulders,College Gym,Bulk,37.67857142857143,0.49872364564621346,1987.5,1.75,INCREASING,-0.06314504122247339,RECOVERED
24,Jun,Legs,College Gym,Bulk,60.71875,0.8036896095301125,3697.5,7.385416666666664,INCREASING,0.304965963883899,RECOVERED
24,Jun,Core,College Gym,Bulk,105.66666666666667,1.4231200897867564,2310.0,-0.5833333333333286,DECREASING,0.6194304802566439,RECOVERED
24,Jun,Back,College Gym,Bulk,54.072916666666664,0.7282547699214366,2927.5,3.311011904761905,INCREASING,-0.6948653198653199,RECOVERED
24,Jun,Chest,College Gym,Bulk,28.703703703703702,0.38068572551331165,1825.0,-0.7407407407407405,DECREASING,-0.3475690444081249,RECOVERED
24,Jun,Biceps,College Gym,Bulk,17.645833333333332,0.23402961980548181,1010.0,0.5505952380952372,INCREASING,-0.14665610570782983,RECOVERED
25,Jun,Legs,College Gym,Cut,60.138888888888886,0.8121389451571761,4387.5,,STABLE,0.5781093253516942,RECOVERED
25,Jun,Biceps,College Gym,Cut,15.972222222222221,0.2137691209699323,1175.0,,STABLE,-0.5983698241872438,RECOVERED
25,Jun,Shoulders,College Gym,Cut,12.357142857142858,0.16620210681772069,645.0,,STABLE,-0.04756701415221162,RECOVERED
25,Jun,Chest,College Gym,Cut,27.694444444444443,0.3673003241968759,1702.5,,STABLE,0.20109821737915523,RECOVERED
25,Jun,Back,College Gym,Cut,53.425925925925924,0.7152065050324755,3175.0,,STABLE,0.3479061808355996,RECOVERED
25,Jun,Triceps,College Gym,Cut,28.875,0.38771531170131657,2295.0,,STABLE,-0.32749119333115895,RECOVERED
26,Jun,Back,College Gym,Cut,55.138888888888886,0.7558449470718148,3187.5,1.712962962962962,INCREASING,0.36812963537049825,RECOVERED
26,Jun,Biceps,College Gym,Cut,16.04861111111111,0.21929239296778766,1202.5,0.07638888888888928,STABLE,-0.5365525541040271,RECOVERED
26,Jun,Triceps,College Gym,Cut,32.958333333333336,0.451688006645662,2892.5,4.083333333333336,INCREASING,0.23239561367787434,RECOVERED
26,Jun,Legs,College Gym,Cut,60.59259259259258,0.8306044221054502,3760.0,0.4537037037036953,STABLE,0.37891641545978816,RECOVERED
26,Jun,Shoulders,College Gym,Cut,38.888888888888886,0.5330896352143781,1600.0,26.531746031746028,INCREASING,-0.297514786891072,RECOVERED
26,Jun,Chest,College Gym,Cut,27.38888888888889,0.37314562518922184,1545.0,-0.3055555555555536,STABLE,-0.1599440100251563,RECOVERED
27,Jul,Shoulders,College Gym,Cut,35.07222222222222,0.4838512709516722,3632.5,-3.816666666666663,DECREASING,0.11070564576245034,RECOVERED
27,Jul,Back,College Gym,Cut,58.65909090909091,0.8068362308507537,4432.5,3.5202020202020208,INCREASING,0.32298495989908155,RECOVERED
27,Jul,Biceps,College Gym,Cut,25.05,0.3447711799984527,2422.5,9.00138888888889,INCREASING,-0.46206505085230104,RECOVERED
27,Jul,Legs,College Gym,Cut,64.625,0.888927097661623,3810.0,4.032407407407419,INCREASING,0.5441559176631703,RECOVERED
27,Jul,Core,College Gym,Cut,97.5,1.3485477178423235,2925.0,,STABLE,0.4596206201807005,RECOVERED
27,Jul,Triceps,College Gym,Cut,30.916666666666668,0.4252742207287662,3112.5,-2.041666666666668,DECREASING,-0.9232734971135573,RECOVERED
27,Jul,Chest,College Gym,Cut,27.439393939393938,0.377340789685188,2005.0,0.05050505050504839,STABLE,-0.04793343104357817,RECOVERED
28,Jul,Triceps,College Gym,Cut,34.989583333333336,0.4868281707460977,3895.0,4.072916666666668,INCREASING,0.10948738106090966,RECOVERED
28,Jul,Chest,College Gym,Cut,34.92424242424242,0.48611738687297557,2525.0,7.484848484848484,INCREASING,-0.0007107838731221228,RECOVERED
28,Jul,Shoulders,College Gym,Cut,36.916666666666664,0.5165149911126119,4012.5,1.8444444444444414,INCREASING,0.030397604239636333,RECOVERED
28,Jul,Back,College Gym,Cut,58.65909090909091,0.8196208925539707,4657.5,0.0,STABLE,0.30310590144135885,RECOVERED
28,Jul,Core,College Gym,Cut,97.08333333333333,1.3587590389549804,2212.5,-0.4166666666666714,STABLE,0.5391381464010097,RECOVERED
28,Jul,Legs,College Gym,Cut,67.02083333333333,0.9373543123543123,3785.0,2.3958333333333286,INCREASING,-0.4214047266006681,RECOVERED
28,Jul,Biceps,College Gym,Cut,32.026041666666664,0.44709834104592333,3672.5,6.976041666666664,INCREASING,-0.490255971308389,RECOVERED
29,Jul,Back,College Gym,Cut,58.025,0.8172535211267606,3832.5,-0.6340909090909079,DECREASING,0.3701551800808373,RECOVERED
29,Jul,Triceps,College Gym,Cut,37.15625,0.519081220494375,3885.0,2.1666666666666643,INCREASING,-0.29817230063238565,RECOVERED
29,Jul,Chest,College Gym,Cut,28.296296296296298,0.3927313850977973,1640.0,-6.6279461279461245,DECREASING,-0.12634983539657768,RECOVERED
29,Jul,Legs,College Gym,Cut,69.91666666666667,0.9812865497076023,4180.0,2.895833333333343,INCREASING,0.5885551646098051,RECOVERED
29,Jul,Biceps,College Gym,Cut,34.59375,0.48723591549295775,3555.0,2.5677083333333357,INCREASING,-0.49405063421464457,RECOVERED
29,Jul,Shoulders,College Gym,Cut,8.777777777777779,0.12319688109161787,380.0,-28.138888888888886,DECREASING,-0.3640390344013399,RECOVERED
30,Jul,Biceps,College Gym,Cut,28.25,0.4015636105188344,1380.0,-6.34375,DECREASING,0.2783667294272165,RECOVERED
30,Jul,Triceps,College Gym,Cut,43.770833333333336,0.6177958127499412,2405.0,6.614583333333336,INCREASING,0.21623220223110684,RECOVERED
30,Jul,Legs,College Gym,Cut,70.61458333333333,1.0073407037565383,4197.5,0.6979166666666572,INCREASING,0.38954489100659706,RECOVERED
30,Jul,Shoulders,College Gym,Cut,8.177777777777777,0.11665874148042477,302.0,-0.6000000000000014,DECREASING,-0.8906819622761135,RECOVERED
30,Jul,Back,College Gym,Cut,59.175,0.8411513859275054,3877.5,1.1499999999999986,INCREASING,0.7244926444470806,RECOVERED
30,Jul,Chest,College Gym,Cut,28.296296296296298,0.39938315167672966,1640.0,0.0,STABLE,-0.4417682342507757,RECOVERED
31,Jul,Chest,College Gym,Cut,28.09259259259259,0.40160961533370393,1735.0,-37.907407407407405,DECREASING,0.0022264636569742646,RECOVERED
31,Jul,Shoulders,College Gym,Cut,10.777777777777779,0.15396825396825395,440.0,-20.333333333333332,DECREASING,-0.24764136136544998,RECOVERED
31,Aug,Shoulders,College Gym,Cut,31.11111111111111,0.44699872286079184,1650.0,22.933333333333334,INCREASING,0.2930304688925379,RECOVERED
31,Aug,Biceps,College Gym,Cut,43.05208333333333,0.6194544364508393,2232.5,14.802083333333329,INCREASING,0.17245571359004747,RECOVERED
31,Jul,Legs,College Gym,Cut,71.92708333333333,1.0275297619047619,4512.5,1.3125,INCREASING,0.40807532545392255,RECOVERED
31,Jul,Biceps,College Gym,Cut,27.625,0.39379900213827507,1455.0,-15.427083333333329,DECREASING,-0.6337307597664867,RECOVERED
31,Aug,Chest,College Gym,Cut,66.0,0.9482758620689656,660.0,37.7037037037037,INCREASING,0.5544768599306906,RECOVERED
31,Aug,Back,College Gym,Cut,71.75,1.0308908045977012,855.0,12.575000000000003,INCREASING,0.08261494252873558,RECOVERED
31,Jul,Back,College Gym,Cut,54.46666666666666,0.776431456402946,3590.0,-17.28333333333334,DECREASING,-0.25445934819475524,RECOVERED
31,Jul,Triceps,College Gym,Cut,45.04166666666667,0.6439123183226114,2485.0,11.010416666666671,INCREASING,-0.13251913808033455,RECOVERED
31,Aug,Triceps,College Gym,Cut,34.03125,0.489658273381295,1717.5,-9.739583333333336,DECREASING,-0.15425404494131645,RECOVERED
32,Aug,Chest,College Gym,Cut,28.185185185185183,0.40583419993067216,1760.0,0.09259259259259167,STABLE,-0.08382407345062282,RECOVERED
32,Aug,Triceps,College Gym,Cut,35.19791666666667,0.5097453536084963,1772.5,-9.84375,DECREASING,0.10391115367782411,RECOVERED
32,Aug,Shoulders,College Gym,Cut,11.569444444444445,0.16658667306615466,507.5,0.7916666666666661,INCREASING,-0.3431586805423416,RECOVERED
32,Aug,Back,College Gym,Cut,54.803030303030305,0.7834600472198755,4060.0,0.3363636363636431,STABLE,0.6168733741537209,RECOVERED
32,Aug,Legs,College Gym,Cut,59.979166666666664,0.8636309095272379,3445.0,-11.947916666666664,DECREASING,0.08017086230736237,RECOVERED
32,Aug,Biceps,College Gym,Cut,29.916666666666664,0.4319355135987891,2890.0,2.2916666666666643,INCREASING,-0.43169539592844874,RECOVERED
33,Aug,Legs,College Gym,Cut,62.09374999999999,0.903839155749636,3727.5,2.1145833333333286,INCREASING,0.4719036421508469,RECOVERED
33,Aug,Chest,College Gym,Cut,29.148148148148145,0.4245906503736074,1720.0,0.9629629629629619,INCREASING,-0.47924850537602864,RECOVERED
33,Aug,Triceps,College Gym,Cut,46.979166666666664,0.6843287205632433,3625.0,11.781249999999993,INCREASING,0.25973807018963596,RECOVERED
33,Aug,Back,College Gym,Cut,56.861111111111114,0.8258694424271766,3202.5,2.0580808080808097,INCREASING,0.1415407218639333,RECOVERED
33,Aug,Biceps,College Gym,Cut,23.291666666666664,0.33829581215202126,1615.0,-6.625,DECREASING,-0.4875736302751554,RECOVERED
33,Aug,Shoulders,College Gym,Cut,12.736111111111109,0.18538735241792004,567.5,1.1666666666666643,INCREASING,-0.15290845973410122,RECOVERED
34,Aug,Legs,College Gym,Cut,64.51041666666667,0.9472895252080274,3707.5,2.4166666666666785,INCREASING,0.7619021727901074,RECOVERED
34,Aug,Triceps,College Gym,Cut,37.697916666666664,0.5512648341274836,4295.0,-9.28125,DECREASING,-0.39602469108054383,RECOVERED
34,Aug,Back,College Gym,Cut,48.71296296296296,0.7111381454447147,2802.5,-8.148148148148152,DECREASING,0.15987331131723104,RECOVERED
34,Aug,Chest,College Gym,Cut,29.11111111111111,0.42436022027858766,1710.0,-0.03703703703703454,STABLE,-0.286777925166127,RECOVERED
34,Aug,Biceps,College Gym,Cut,33.671875,0.49334394907303203,4387.5,10.380208333333336,INCREASING,0.06898372879444437,RECOVERED
34,Aug,Shoulders,College Gym,Cut,11.347222222222221,0.16662587697829986,467.5,-1.3888888888888875,DECREASING,-0.32671807209473214,RECOVERED
35,Aug,Back,College Gym,Cut,64.12037037037038,0.9471251162536244,3962.5,15.407407407407419,INCREASING,0.7804992392753245,RECOVERED
35,Aug,Chest,College Gym,Cut,19.51851851851852,0.290022563425238,995.0,-9.592592592592592,DECREASING,-0.6571025528283864,RECOVERED
35,Aug,Triceps,College Gym,Cut,33.984375,0.5040372842159367,4162.5,-3.7135416666666643,DECREASING,0.21401472079069872,RECOVERED
35,Aug,Shoulders,College Gym,Cut,11.472222222222221,0.1709720152343103,490.0,0.125,STABLE,-0.33306526898162647,RECOVERED
35,Aug,Biceps,College Gym,Cut,29.364583333333332,0.43446268487955564,3895.0,-4.307291666666668,DECREASING,0.26349066964524537,RECOVERED
35,Aug,Legs,College Gym,Cut,83.4375,1.2434798807749627,4725.0,18.92708333333333,INCREASING,0.8090171958954071,RECOVERED
36,Sep,Legs,College Gym,Cut,94.45833333333333,1.3911389297987236,6020.0,11.020833333333329,INCREASING,0.1476590490237608,RECOVERED
36,Sep,Shoulders,College Gym,Cut,12.541666666666666,0.18470790378006866,532.5,1.0694444444444446,INCREASING,-1.2064310260186548,RECOVERED
36,Sep,Biceps,College Gym,Cut,16.555555555555554,0.24436244362443624,655.0,-12.809027777777779,DECREASING,0.05965453984436758,RECOVERED
36,Sep,Chest,College Gym,Cut,35.71296296296296,0.5314429012345678,2217.5,16.194444444444443,INCREASING,0.28708045761013157,RECOVERED
36,Sep,Triceps,College Gym,Cut,35.125,0.5226934523809523,1980.0,1.140625,INCREASING,-0.008749448853615505,RECOVERED
