DATE,WEEK,MONTH,GYM TYPE,BODYWEIGHT,PHASE,EXERCISE,MUSCLE GROUP,WEIGHT,REPS,VOLUME,ESTIMATED 1RM,RELATIVE STRENGTH
2025-04-14,16,Apr,College Gym,71.75,Bulk,Closegrip Benchpress Ez Bar,Triceps,15.0,8,120.0,19.0,0.26480836236933797
2025-04-14,16,Apr,College Gym,71.75,Bulk,Closegrip Benchpress Ez Bar,Triceps,15.0,8,120.0,19.0,0.26480836236933797
2025-04-14,16,Apr,College Gym,71.75,Bulk,Reverse Curls,Biceps,5.0,7,35.0,6.166666666666667,0.0859465737514518
2025-04-14,16,Apr,College Gym,71.75,Bulk,Reverse Curls,Biceps,5.0,8,40.0,6.333333333333333,0.08826945412311266
2025-04-14,16,Apr,College Gym,71.75,Bulk,Reverse Curls,Biceps,5.0,9,45.0,6.5,0.09059233449477352
2025-04-16,16,Apr,College Gym,71.25,Bulk,Squats,Legs,30.0,12,360.0,42.0,0.5894736842105263
2025-04-16,16,Apr,College Gym,71.25,Bulk,Squats,Legs,30.0,10,300.0,40.0,0.5614035087719298
2025-04-16,16,Apr,College Gym,71.25,Bulk,Squats,Legs,30.0,11,330.0,41.0,0.5754385964912281
2025-04-16,16,Apr,College Gym,71.25,Bulk,Leg Extension,Legs,60.0,11,660.0,82.0,1.1508771929824562
2025-04-16,16,Apr,College Gym,71.25,Bulk,Leg Extension,Legs,60.0,8,480.0,76.0,1.0666666666666667
2025-04-16,16,Apr,College Gym,71.25,Bulk,Leg Extension,Legs,60.0,8,480.0,76.0,1.0666666666666667
2025-04-16,16,Apr,College Gym,71.25,Bulk,Cable Rear Delts,Shoulders,10.0,12,120.0,14.0,0.19649122807017544
2025-04-16,16,Apr,College Gym,71.25,Bulk,Cable Rear Delts,Shoulders,10.0,12,120.0,14.0,0.19649122807017544
2025-04-16,16,Apr,College Gym,71.25,Bulk,Cable Rear Delts,Shoulders,10.0,12,120.0,14.0,0.19649122807017544
2025-04-16,16,Apr,College Gym,71.25,Bulk,Lateral Raises,Shoulders,10.0,7,70.0,12.333333333333334,0.17309941520467836
2025-04-16,16,Apr,College Gym,71.25,Bulk,Lateral Raises,Shoulders,7.5,15,112.5,11.25,0.15789473684210525
2025-04-16,16,Apr,College Gym,71.25,Bulk,Lateral Raises,Shoulders,7.5,13,97.5,10.75,0.15087719298245614
2025-04-19,16,Apr,College Gym,70.75,Bulk,Preacher Curls Barbell,Biceps,7.5,6,45.0,9.0,0.127208480565371
2025-04-19,16,Apr,College Gym,70.75,Bulk,Preacher Curls Barbell,Biceps,5.0,15,75.0,7.5,0.10600706713780919
2025-04-19,16,Apr,College Gym,70.75,Bulk,Preacher Curls Barbell,Biceps,5.0,11,55.0,6.833333333333334,0.09658421672555949
2025-04-19,16,Apr,College Gym,70.75,Bulk,Hammer Curls,Biceps,12.5,9,112.5,16.25,0.22968197879858657
2025-04-19,16,Apr,College Gym,70.75,Bulk,Hammer Curls,Biceps,12.5,10,125.0,16.666666666666664,0.2355712603062426
2025-04-19,16,Apr,College Gym,70.75,Bulk,Hammer Curls,Biceps,12.5,10,125.0,16.666666666666664,0.2355712603062426
2025-04-19,16,Apr,College Gym,70.75,Bulk,Incline Curls,Biceps,7.5,12,90.0,10.5,0.14840989399293286
2025-04-19,16,Apr,College Gym,70.75,Bulk,Incline Curls,Biceps,7.5,11,82.5,10.25,0.14487632508833923
2025-04-19,16,Apr,College Gym,70.75,Bulk,Incline Dumbbell Press,Chest,20.0,7,140.0,24.666666666666668,0.34864546525323914
2025-04-19,16,Apr,College Gym,70.75,Bulk,Incline Dumbbell Press,Chest,20.0,6,120.0,24.0,0.3392226148409894
2025-04-19,16,Apr,College Gym,70.75,Bulk,Incline Dumbbell Press,Chest,17.5,9,157.5,22.75,0.3215547703180212
2025-04-19,16,Apr,College Gym,70.75,Bulk,Dumbbell Press,Chest,17.5,9,157.5,22.75,0.3215547703180212
2025-04-19,16,Apr,College Gym,70.75,Bulk,Dumbbell Press,Chest,17.5,8,140.0,22.166666666666664,0.31330977620730266
2025-04-19,16,Apr,College Gym,70.75,Bulk,Cable Fly,Chest,25.0,11,275.0,34.166666666666664,0.4829210836277974
2025-04-19,16,Apr,College Gym,70.75,Bulk,Cable Fly,Chest,25.0,8,200.0,31.666666666666664,0.447585394581861
2025-04-21,17,Apr,College Gym,70.1,Bulk,Single Arm Overhead Tricep Extension,Triceps,10.0,12,120.0,14.0,0.19971469329529246
2025-04-21,17,Apr,College Gym,70.1,Bulk,Single Arm Overhead Tricep Extension,Triceps,10.0,10,100.0,13.333333333333332,0.1902044698050404
2025-04-21,17,Apr,College Gym,70.1,Bulk,Single Arm Overhead Tricep Extension,Triceps,10.0,7,70.0,12.333333333333334,0.1759391345696624
2025-04-21,17,Apr,College Gym,70.1,Bulk,Tricep Rope Pushdown,Triceps,30.0,15,450.0,45.0,0.6419400855920114
2025-04-21,17,Apr,College Gym,70.1,Bulk,Tricep Rope Pushdown,Triceps,37.5,13,487.5,53.75,0.7667617689015692
2025-04-21,17,Apr,College Gym,70.1,Bulk,Tricep Rope Pushdown,Triceps,37.5,12,450.0,52.5,0.7489300998573467
2025-04-21,17,Apr,College Gym,70.1,Bulk,Tricep Rope Pushdown,Triceps,37.5,11,412.5,51.25,0.7310984308131242
2025-04-21,17,Apr,College Gym,70.1,Bulk,Barbell Rowing,Back,17.5,8,140.0,22.166666666666664,0.31621493105087967
2025-04-21,17,Apr,College Gym,70.1,Bulk,Barbell Rowing,Back,17.5,8,140.0,22.166666666666664,0.31621493105087967
2025-04-21,17,Apr,College Gym,70.1,Bulk,Barbell Rowing,Back,17.5,7,122.5,21.583333333333336,0.30789348549690926
2025-04-21,17,Apr,College Gym,70.1,Bulk,Mag Grip Pulldown,Back,45.0,11,495.0,61.5,0.877318116975749
2025-04-21,17,Apr,College Gym,70.1,Bulk,Mag Grip Pulldown,Back,45.0,11,495.0,61.5,0.877318116975749
2025-04-21,17,Apr,College Gym,70.1,Bulk,Mag Grip Pulldown,Back,45.0,7,315.0,55.5,0.7917261055634808
2025-04-21,17,Apr,College Gym,70.1,Bulk,Chest Supported Dumbbell Rows,Back,15.0,10,150.0,20.0,0.28530670470756064
2025-04-21,17,Apr,College Gym,70.1,Bulk,Chest Supported Dumbbell Rows,Back,15.0,9,135.0,19.5,0.27817403708987165
2025-04-22,17,Apr,College Gym,69.95,Bulk,Closegrip Benchpress Ez Bar,Triceps,15.0,9,135.0,19.5,0.2787705503931379
2025-04-22,17,Apr,College Gym,69.95,Bulk,Closegrip Benchpress Ez Bar,Triceps,15.0,9,135.0,19.5,0.2787705503931379
2025-04-22,17,Apr,College Gym,69.95,Bulk,Closegrip Benchpress Ez Bar,Triceps,15.0,7,105.0,18.5,0.2644746247319514
2025-04-22,17,Apr,College Gym,69.95,Bulk,Closegrip Benchpress Ez Bar,Triceps,15.0,8,120.0,19.0,0.27162258756254465
2025-04-22,17,Apr,College Gym,69.95,Bulk,Chest Supported Lateral Raises,Shoulders,7.5,12,90.0,10.5,0.1501072194424589
2025-04-22,17,Apr,College Gym,69.95,Bulk,Chest Supported Lateral Raises,Shoulders,7.5,10,75.0,10.0,0.14295925661186562
2025-04-22,17,Apr,College Gym,69.95,Bulk,Chest Supported Lateral Raises,Shoulders,7.5,10,75.0,10.0,0.14295925661186562
2025-04-22,17,Apr,College Gym,69.95,Bulk,Chest Supported Lateral Raises,Shoulders,7.5,10,75.0,10.0,0.14295925661186562
2025-04-22,17,Apr,College Gym,69.95,Bulk,Preacher Curl Dumbbell,Biceps,10.0,8,80.0,12.666666666666666,0.18108172504169642
2025-04-22,17,Apr,College Gym,69.95,Bulk,Preacher Curl Dumbbell,Biceps,10.0,9,90.0,13.0,0.1858470335954253
2025-04-22,17,Apr,College Gym,69.95,Bulk,Preacher Curl Dumbbell,Biceps,10.0,8,80.0,12.666666666666666,0.18108172504169642
2025-04-26,17,Apr,College Gym,70.45,Bulk,Dumbbell Press,Chest,17.5,11,192.5,23.916666666666668,0.3394842678022238
2025-04-26,17,Apr,College Gym,70.45,Bulk,Dumbbell Press,Chest,17.5,9,157.5,22.75,0.32292405961674947
2025-04-26,17,Apr,College Gym,70.45,Bulk,Dumbbell Press,Chest,17.5,9,157.5,22.75,0.32292405961674947
2025-04-26,17,Apr,College Gym,70.45,Bulk,Squats,Legs,32.5,8,260.0,41.166666666666664,0.5843387745445943
2025-04-26,17,Apr,College Gym,70.45,Bulk,Squats,Legs,32.5,7,227.5,40.083333333333336,0.5689614383723681
2025-04-26,17,Apr,College Gym,70.45,Bulk,Squats,Legs,30.0,6,180.0,36.0,0.5110007097232079
2025-04-26,17,Apr,College Gym,70.45,Bulk,Chest Supported Lateral Raises,Shoulders,7.5,13,97.5,10.75,0.15259048970901348
2025-04-26,17,Apr,College Gym,70.45,Bulk,Chest Supported Lateral Raises,Shoulders,7.5,11,82.5,10.25,0.14549325762952448
2025-04-26,17,Apr,College Gym,70.45,Bulk,Chest Supported Lateral Raises,Shoulders,7.5,10,75.0,10.0,0.14194464158977999
2025-04-26,17,Apr,College Gym,70.45,Bulk,Preacher Curls Barbell,Biceps,7.5,7,52.5,9.25,0.1312987934705465
2025-04-26,17,Apr,College Gym,70.45,Bulk,Preacher Curls Barbell,Biceps,5.0,10,50.0,6.666666666666666,0.09462976105985331
2025-04-26,17,Apr,College Gym,70.45,Bulk,Preacher Curls Barbell,Biceps,5.0,10,50.0,6.666666666666666,0.09462976105985331
2025-04-26,17,Apr,College Gym,70.45,Bulk,Tricep Rope Pushdown,Triceps,37.5,17,637.5,58.75,0.8339247693399574
2025-04-26,17,Apr,College Gym,70.45,Bulk,Tricep Rope Pushdown,Triceps,45.0,6,270.0,54.0,0.7665010645848119
2025-04-26,17,Apr,College Gym,70.45,Bulk,Tricep Rope Pushdown,Triceps,37.5,12,450.0,52.5,0.7452093683463449
2025-04-26,17,Apr,College Gym,70.45,Bulk,Mag Grip Pulldown,Back,45.0,11,495.0,61.5,0.8729595457771469
2025-04-26,17,Apr,College Gym,70.45,Bulk,Mag Grip Pulldown,Back,45.0,9,405.0,58.5,0.8303761533002129
2025-04-26,17,Apr,College Gym,70.45,Bulk,Mag Grip Pulldown,Back,45.0,6,270.0,54.0,0.7665010645848119
2025-05-02,18,May,College Gym,71.3,Bulk,Incline Dumbbell Press,Chest,20.0,7,140.0,24.666666666666668,0.34595605423094905
2025-05-02,18,May,College Gym,71.3,Bulk,Incline Dumbbell Press,Chest,20.0,7,140.0,24.666666666666668,0.34595605423094905
2025-05-02,18,May,College Gym,71.3,Bulk,Incline Dumbbell Press,Chest,20.0,6,120.0,24.0,0.33660589060308554
2025-05-02,18,May,College Gym,71.3,Bulk,Dumbbell Press,Chest,20.0,5,100.0,23.333333333333336,0.3272557269752221
2025-05-02,18,May,College Gym,71.3,Bulk,Dumbbell Press,Chest,20.0,3,60.0,22.0,0.3085553997194951
2025-05-02,18,May,College Gym,71.3,Bulk,Dumbbell Press,Chest,17.5,7,122.5,21.583333333333336,0.30271154745208045
2025-05-02,18,May,College Gym,71.3,Bulk,Dumbbell Press Fly,Chest,7.5,9,67.5,9.75,0.13674614305750352
2025-05-02,18,May,College Gym,71.3,Bulk,Dumbbell Press Fly,Chest,7.5,7,52.5,9.25,0.1297335203366059
2025-05-02,18,May,College Gym,71.3,Bulk,Dumbbell Press Fly,Chest,7.5,7,52.5,9.25,0.1297335203366059
2025-05-02,18,May,College Gym,71.3,Bulk,Preacher Curl Dumbbell,Biceps,10.0,12,120.0,14.0,0.19635343618513323
2025-05-02,18,May,College Gym,71.3,Bulk,Preacher Curl Dumbbell,Biceps,10.0,10,100.0,13.333333333333332,0.18700327255726976
2025-05-02,18,May,College Gym,71.3,Bulk,Preacher Curl Dumbbell,Biceps,10.0,7,70.0,12.333333333333334,0.17297802711547453
2025-05-02,18,May,College Gym,71.3,Bulk,Hammer Curls,Biceps,12.5,11,137.5,17.083333333333332,0.23959794296400186
2025-05-02,18,May,College Gym,71.3,Bulk,Hammer Curls,Biceps,12.5,9,112.5,16.25,0.22791023842917252
2025-05-06,19,May,College Gym,71.95,Bulk,Single Arm Overhead Tricep Extension,Triceps,10.0,12,120.0,14.0,0.19457956914523974
2025-05-06,19,May,College Gym,71.95,Bulk,Single Arm Overhead Tricep Extension,Triceps,10.0,8,80.0,12.666666666666666,0.17604818160759786
2025-05-06,19,May,College Gym,71.95,Bulk,Single Arm Overhead Tricep Extension,Triceps,10.0,8,80.0,12.666666666666666,0.17604818160759786
2025-05-06,19,May,College Gym,71.95,Bulk,Tricep Rope Pushdown,Triceps,45.0,5,225.0,52.5,0.729673384294649
2025-05-06,19,May,College Gym,71.95,Bulk,Tricep Rope Pushdown,Triceps,37.5,12,450.0,52.5,0.729673384294649
2025-05-06,19,May,College Gym,71.95,Bulk,Tricep Rope Pushdown,Triceps,37.5,11,412.5,51.25,0.7123002084781098
2025-05-06,19,May,College Gym,71.95,Bulk,V Bar Pulldown,Back,45.0,10,450.0,60.0,0.8339124391938846
2025-05-06,19,May,College Gym,71.95,Bulk,V Bar Pulldown,Back,45.0,9,405.0,58.5,0.8130646282140375
2025-05-06,19,May,College Gym,71.95,Bulk,V Bar Pulldown,Back,45.0,9,405.0,58.5,0.8130646282140375
2025-05-06,19,May,College Gym,71.95,Bulk,Barbell Rowing,Back,15.0,8,120.0,19.0,0.2640722724113968
2025-05-06,19,May,College Gym,71.95,Bulk,Barbell Rowing,Back,15.0,9,135.0,19.5,0.2710215427380125
2025-05-06,19,May,College Gym,71.95,Bulk,Barbell Rowing,Back,15.0,7,105.0,18.5,0.25712300208478106
2025-05-06,19,May,College Gym,71.95,Bulk,Chest Supported Dumbbell Rows,Back,15.0,13,195.0,21.5,0.29881862404447534
2025-05-06,19,May,College Gym,71.95,Bulk,Chest Supported Dumbbell Rows,Back,15.0,11,165.0,20.5,0.2849200833912439
2025-05-06,19,May,College Gym,71.95,Bulk,Chest Supported Dumbbell Rows,Back,15.0,11,165.0,20.5,0.2849200833912439
2025-05-10,19,May,College Gym,71.82,Bulk,Bulgarian Split Squats,Legs,7.5,8,60.0,9.5,0.1322751322751323
2025-05-10,19,May,College Gym,71.82,Bulk,Bulgarian Split Squats,Legs,7.5,6,45.0,9.0,0.12531328320802007
2025-05-10,19,May,College Gym,71.82,Bulk,Bulgarian Split Squats,Legs,7.5,6,45.0,9.0,0.12531328320802007
2025-05-10,19,May,College Gym,71.82,Bulk,Leg Extension,Legs,60.0,10,600.0,80.0,1.1138958507379562
2025-05-10,19,May,College Gym,71.82,Bulk,Leg Extension,Legs,60.0,10,600.0,80.0,1.1138958507379562
2025-05-10,19,May,College Gym,71.82,Bulk,Leg Extension,Legs,60.0,11,660.0,82.0,1.141743247006405
2025-05-10,19,May,College Gym,71.82,Bulk,Chest Supported Lateral Raises,Shoulders,7.5,12,90.0,10.5,0.14619883040935674
2025-05-10,19,May,College Gym,71.82,Bulk,Chest Supported Lateral Raises,Shoulders,7.5,12,90.0,10.5,0.14619883040935674
2025-05-10,19,May,College Gym,71.82,Bulk,Chest Supported Lateral Raises,Shoulders,7.5,8,60.0,9.5,0.1322751322751323
2025-05-12,20,May,College Gym,72.35,Bulk,Incline Dumbbell Press,Chest,20.0,9,180.0,26.0,0.35936420179682105
2025-05-12,20,May,College Gym,72.35,Bulk,Incline Dumbbell Press,Chest,20.0,5,100.0,23.333333333333336,0.32250633494586506
2025-05-12,20,May,College Gym,72.35,Bulk,Incline Dumbbell Press,Chest,20.0,5,100.0,23.333333333333336,0.32250633494586506
2025-05-12,20,May,College Gym,72.35,Bulk,Dumbbell Press,Chest,20.0,6,120.0,24.0,0.331720801658604
2025-05-12,20,May,College Gym,72.35,Bulk,Dumbbell Press,Chest,20.0,4,80.0,22.666666666666664,0.313291868233126
2025-05-12,20,May,College Gym,72.35,Bulk,Dumbbell Press,Chest,17.5,9,157.5,22.75,0.3144436765722184
2025-05-12,20,May,College Gym,72.35,Bulk,Dumbbell Fly,Chest,7.5,9,67.5,9.75,0.1347615756738079
2025-05-12,20,May,College Gym,72.35,Bulk,Dumbbell Fly,Chest,7.5,9,67.5,9.75,0.1347615756738079
2025-05-12,20,May,College Gym,72.35,Bulk,Preacher Curl Dumbbell,Biceps,10.0,14,140.0,14.666666666666668,0.20271826768025802
2025-05-12,20,May,College Gym,72.35,Bulk,Preacher Curl Dumbbell,Biceps,10.0,12,120.0,14.0,0.193503800967519
2025-05-12,20,May,College Gym,72.35,Bulk,Preacher Curl Dumbbell,Biceps,10.0,10,100.0,13.333333333333332,0.18428933425478
2025-05-12,20,May,College Gym,72.35,Bulk,Hammer Curls,Biceps,12.5,12,150.0,17.5,0.24187975120939878
2025-05-12,20,May,College Gym,72.35,Bulk,Hammer Curls,Biceps,12.5,10,125.0,16.666666666666664,0.230361667818475
2025-05-12,20,May,College Gym,72.35,Bulk,Hammer Curls,Biceps,12.5,9,112.5,16.25,0.22460262612301315
2025-05-15,20,May,College Gym,72.3,Bulk,Single Arm Overhead Tricep Extension,Triceps,10.0,10,100.0,13.333333333333332,0.18441678192715535
2025-05-15,20,May,College Gym,72.3,Bulk,Single Arm Overhead Tricep Extension,Triceps,10.0,9,90.0,13.0,0.1798063623789765
2025-05-15,20,May,College Gym,72.3,Bulk,Single Arm Overhead Tricep Extension,Triceps,10.0,6,60.0,12.0,0.16597510373443983
2025-05-15,20,May,College Gym,72.3,Bulk,Tricep Rope Pushdown,Triceps,45.0,8,360.0,57.0,0.7883817427385893
2025-05-15,20,May,College Gym,72.3,Bulk,Tricep Rope Pushdown,Triceps,37.5,14,525.0,55.00000000000001,0.760719225449516
2025-05-15,20,May,College Gym,72.3,Bulk,Tricep Rope Pushdown,Triceps,37.5,15,562.5,56.25,0.7780082987551867
2025-05-15,20,May,College Gym,72.3,Bulk,V Bar Pulldown,Back,45.0,13,585.0,64.5,0.8921161825726142
2025-05-15,20,May,College Gym,72.3,Bulk,V Bar Pulldown,Back,45.0,11,495.0,61.5,0.8506224066390042
2025-05-15,20,May,College Gym,72.3,Bulk,V Bar Pulldown,Back,45.0,10,450.0,60.0,0.8298755186721992
2025-05-15,20,May,College Gym,72.3,Bulk,Chest Supported Dumbbell Rows,Back,15.0,15,225.0,22.5,0.3112033195020747
2025-05-15,20,May,College Gym,72.3,Bulk,Chest Supported Dumbbell Rows,Back,15.0,11,165.0,20.5,0.2835408022130014
2025-05-15,20,May,College Gym,72.3,Bulk,Chest Supported Dumbbell Rows,Back,15.0,12,180.0,21.0,0.29045643153526973
2025-05-16,20,May,College Gym,72.6,Bulk,Bulgarian Split Squats,Legs,7.5,10,75.0,10.0,0.13774104683195593
2025-05-16,20,May,College Gym,72.6,Bulk,Bulgarian Split Squats,Legs,10.0,10,100.0,13.333333333333332,0.18365472910927455
2025-05-16,20,May,College Gym,72.6,Bulk,Bulgarian Split Squats,Legs,12.5,8,100.0,15.833333333333332,0.21808999081726355
2025-05-16,20,May,College Gym,72.6,Bulk,Leg Extension,Legs,60.0,11,660.0,82.0,1.1294765840220387
2025-05-16,20,May,College Gym,72.6,Bulk,Leg Extension,Legs,60.0,11,660.0,82.0,1.1294765840220387
2025-05-16,20,May,College Gym,72.6,Bulk,Leg Extension,Legs,60.0,10,600.0,80.0,1.1019283746556474
2025-05-16,20,May,College Gym,72.6,Bulk,Chest Supported Lateral Raises,Shoulders,7.5,13,97.5,10.75,0.14807162534435264
2025-05-16,20,May,College Gym,72.6,Bulk,Chest Supported Lateral Raises,Shoulders,7.5,13,97.5,10.75,0.14807162534435264
2025-05-16,20,May,College Gym,72.6,Bulk,Chest Supported Lateral Raises,Shoulders,7.5,13,97.5,10.75,0.14807162534435264
2025-05-16,20,May,College Gym,72.6,Bulk,Dumbbell Romanian Deadlift,Legs,15.0,11,165.0,20.5,0.28236914600550966
2025-05-16,20,May,College Gym,72.6,Bulk,Dumbbell Romanian Deadlift,Legs,20.0,11,220.0,27.333333333333336,0.3764921946740129
